%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=214675, 2023/10/9 16:50:38.76)
1 10 1.361026e+02 9.637603e-01 1.039589e-02 1.039589e-02 2.254867e-02 3.818432e-01 9.637603e-01 
2 19 1.193551e+02 9.161863e-01 9.998975e-03 9.998975e-03 2.201650e-02 3.760204e-01 9.161863e-01 
3 28 1.316006e+02 8.696262e-01 9.549696e-03 9.549696e-03 2.358382e-02 3.883806e-01 8.696262e-01 
4 37 1.203409e+02 8.532541e-01 9.430335e-03 9.430335e-03 2.253635e-02 3.680854e-01 8.532541e-01 
5 46 9.437781e+01 8.083000e-01 9.202446e-03 9.202446e-03 2.178011e-02 3.509330e-01 8.083000e-01 
6 55 8.484768e+01 7.736958e-01 8.890513e-03 8.890513e-03 2.148562e-02 3.336804e-01 7.736958e-01 
7 64 9.827784e+01 7.568626e-01 1.059193e-02 1.059193e-02 2.076890e-02 3.156389e-01 7.568626e-01 
8 73 7.767158e+01 7.133665e-01 1.038802e-02 1.038802e-02 1.969631e-02 3.011236e-01 7.133665e-01 
9 82 7.198960e+01 6.744739e-01 9.965463e-03 9.965463e-03 1.907659e-02 3.033289e-01 6.744739e-01 
10 91 6.529304e+01 6.511125e-01 1.001086e-02 1.001086e-02 1.872466e-02 2.899905e-01 6.511125e-01 
11 100 6.391795e+01 6.171034e-01 1.004422e-02 1.004422e-02 1.835652e-02 2.967727e-01 6.171034e-01 
12 109 6.343670e+01 5.808452e-01 9.791056e-03 9.791056e-03 1.862325e-02 3.134373e-01 5.808452e-01 
13 118 6.112920e+01 5.594802e-01 9.505130e-03 9.505130e-03 1.837496e-02 3.044840e-01 5.594802e-01 
14 127 7.147375e+01 5.275215e-01 9.600704e-03 9.600704e-03 2.022126e-02 3.035695e-01 5.275215e-01 
15 136 7.560975e+01 4.997044e-01 1.011818e-02 1.011818e-02 1.962620e-02 2.881873e-01 4.997044e-01 
16 145 7.527749e+01 4.855301e-01 9.878919e-03 9.878919e-03 1.916584e-02 2.879533e-01 4.855301e-01 
17 154 7.937772e+01 4.610928e-01 1.029496e-02 1.029496e-02 1.933522e-02 2.831875e-01 4.610928e-01 
18 163 6.583742e+01 4.371138e-01 1.018731e-02 1.018731e-02 1.847261e-02 2.713876e-01 4.371138e-01 
19 172 6.307663e+01 4.116326e-01 9.719022e-03 9.719022e-03 1.911677e-02 2.683393e-01 4.116326e-01 
20 181 6.123175e+01 3.939250e-01 9.732812e-03 9.732812e-03 1.829322e-02 2.620888e-01 3.939250e-01 
21 190 5.974946e+01 3.729016e-01 9.326505e-03 9.326505e-03 2.026922e-02 2.566030e-01 3.729016e-01 
22 199 5.599515e+01 3.518085e-01 9.601220e-03 9.601220e-03 1.945472e-02 2.572196e-01 3.518085e-01 
23 208 4.279320e+01 3.312164e-01 9.165140e-03 9.165140e-03 1.838928e-02 2.459466e-01 3.312164e-01 
24 217 3.948052e+01 3.215004e-01 8.929177e-03 8.929177e-03 1.844350e-02 2.352162e-01 3.215004e-01 
25 226 3.764487e+01 3.103718e-01 8.801588e-03 8.801588e-03 1.876149e-02 2.283198e-01 3.103718e-01 
26 235 3.527177e+01 2.942607e-01 8.920515e-03 8.920515e-03 1.786769e-02 2.152794e-01 2.942607e-01 
27 244 3.107576e+01 2.870811e-01 8.518255e-03 8.518255e-03 1.726366e-02 2.043315e-01 2.870811e-01 
28 253 2.690534e+01 2.722245e-01 8.114479e-03 8.114479e-03 1.726518e-02 1.935891e-01 2.722245e-01 
29 262 2.128502e+01 2.579614e-01 7.751465e-03 7.751465e-03 1.669194e-02 1.822614e-01 2.579614e-01 
30 271 2.182020e+01 2.504341e-01 7.670612e-03 7.670612e-03 1.745427e-02 1.790946e-01 2.504341e-01 
31 280 2.502826e+01 2.371713e-01 7.580783e-03 7.580783e-03 1.930195e-02 1.748767e-01 2.371713e-01 
32 289 2.572805e+01 2.305552e-01 7.265022e-03 7.265022e-03 1.876461e-02 1.756649e-01 2.305552e-01 
33 298 2.996688e+01 2.191851e-01 6.850126e-03 6.850126e-03 2.280990e-02 1.729336e-01 2.191851e-01 
34 307 3.192837e+01 2.266425e-01 6.481863e-03 6.481863e-03 2.331774e-02 1.658247e-01 2.266425e-01 
35 316 3.370409e+01 2.267797e-01 6.239936e-03 6.239936e-03 2.403906e-02 1.585406e-01 2.267797e-01 
36 325 3.579417e+01 2.145687e-01 5.909178e-03 5.909178e-03 2.614372e-02 1.497524e-01 2.145687e-01 
37 334 3.128034e+01 2.034684e-01 5.736216e-03 5.736216e-03 2.500312e-02 1.412157e-01 2.034684e-01 
38 343 2.822704e+01 1.960554e-01 5.432484e-03 5.432484e-03 2.407422e-02 1.389151e-01 1.960554e-01 
39 352 2.857893e+01 1.868037e-01 5.991887e-03 5.991887e-03 2.363115e-02 1.372278e-01 1.868037e-01 
40 361 2.366085e+01 1.770176e-01 5.673660e-03 5.673660e-03 2.239605e-02 1.301321e-01 1.770176e-01 
41 370 2.047752e+01 1.715255e-01 5.499562e-03 5.499562e-03 2.153833e-02 1.256579e-01 1.715255e-01 
42 379 1.820231e+01 1.634640e-01 5.445999e-03 5.445999e-03 2.127740e-02 1.194288e-01 1.634640e-01 
43 388 1.759328e+01 1.633623e-01 5.533464e-03 5.533464e-03 2.006050e-02 1.131108e-01 1.633623e-01 
44 397 1.834431e+01 1.648260e-01 5.550997e-03 5.550997e-03 1.901843e-02 1.102597e-01 1.648260e-01 
45 406 2.022381e+01 1.611155e-01 5.957336e-03 5.957336e-03 1.846199e-02 1.069230e-01 1.611155e-01 
46 415 1.957242e+01 1.555779e-01 5.991080e-03 5.991080e-03 1.757235e-02 1.053212e-01 1.555779e-01 
47 424 1.692278e+01 1.473117e-01 5.910243e-03 5.910243e-03 1.705983e-02 1.003986e-01 1.473117e-01 
48 433 1.563053e+01 1.514711e-01 5.665112e-03 5.665112e-03 1.606353e-02 9.592233e-02 1.514711e-01 
49 442 1.656967e+01 1.571939e-01 5.626083e-03 5.626083e-03 1.611038e-02 9.159220e-02 1.571939e-01 
50 451 1.604984e+01 1.608460e-01 5.362823e-03 5.362823e-03 1.535152e-02 8.692163e-02 1.608460e-01 
51 460 1.445225e+01 1.538600e-01 5.177152e-03 5.177152e-03 1.476185e-02 8.516855e-02 1.538600e-01 
52 469 1.232937e+01 1.455610e-01 4.941774e-03 4.941774e-03 1.455847e-02 8.426900e-02 1.455610e-01 
53 478 1.199764e+01 1.433167e-01 4.747367e-03 4.747367e-03 1.471263e-02 8.092877e-02 1.433167e-01 
54 487 1.014695e+01 1.397046e-01 4.592381e-03 4.592381e-03 1.396441e-02 7.694553e-02 1.397046e-01 
55 496 8.785778e+00 1.378081e-01 4.377681e-03 4.377681e-03 1.320315e-02 7.313962e-02 1.378081e-01 
56 505 8.103818e+00 1.336617e-01 4.166653e-03 4.166653e-03 1.309696e-02 6.939104e-02 1.336617e-01 
57 514 8.464634e+00 1.350879e-01 3.984433e-03 3.984433e-03 1.273458e-02 7.342131e-02 1.350879e-01 
58 523 8.177507e+00 1.326494e-01 3.856641e-03 3.856641e-03 1.203609e-02 7.270141e-02 1.326494e-01 
59 532 8.579876e+00 1.297975e-01 4.057131e-03 4.057131e-03 1.147157e-02 7.012957e-02 1.297975e-01 
60 541 8.846514e+00 1.255451e-01 4.223427e-03 4.223427e-03 1.093681e-02 6.610621e-02 1.255451e-01 
61 550 9.701495e+00 1.279569e-01 4.047706e-03 4.047706e-03 1.179957e-02 6.282544e-02 1.279569e-01 
62 559 9.135022e+00 1.260247e-01 4.032450e-03 4.032450e-03 1.121907e-02 5.915625e-02 1.260247e-01 
63 568 9.385277e+00 1.196773e-01 4.309464e-03 4.309464e-03 1.072055e-02 5.898062e-02 1.196773e-01 
64 577 9.322588e+00 1.130037e-01 4.490512e-03 4.490512e-03 1.034622e-02 5.696580e-02 1.130037e-01 
65 586 8.246860e+00 1.108237e-01 4.340602e-03 4.340602e-03 1.021532e-02 5.409129e-02 1.108237e-01 
66 595 7.323063e+00 1.084979e-01 4.281308e-03 4.281308e-03 9.770609e-03 5.176965e-02 1.084979e-01 
67 604 6.594004e+00 1.042018e-01 4.153869e-03 4.153869e-03 9.505576e-03 5.020568e-02 1.042018e-01 
68 613 5.534189e+00 1.001148e-01 3.968034e-03 3.968034e-03 9.065754e-03 4.827028e-02 1.001148e-01 
69 622 5.247992e+00 9.915003e-02 3.940410e-03 3.940410e-03 8.835661e-03 4.602887e-02 9.915003e-02 
70 631 5.769545e+00 1.094160e-01 3.963128e-03 3.963128e-03 8.421757e-03 4.564165e-02 1.094160e-01 
71 640 5.958221e+00 1.043024e-01 4.064893e-03 4.064893e-03 8.251404e-03 4.605799e-02 1.043024e-01 
